Title(BHK),location,Carpet Area(sqft),Floor No.,Total Floors,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Parking Spaces,Parking Type
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
2,gurgaon,1085,9,24,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,1,1,Covered
2,ahmedabad,850,10,12,Resale,Unfurnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,chennai,900,2,2,Resale,Unfurnished,North,Main Road,2,1,1,Covered
3,gurgaon,2589,5,30,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,Covered
2,new-delhi,800,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,2,1,Open
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
4,sonipat,2050,3,12,Resale,Semi-Furnished,North - East,"Pool, Garden/Park",3,3,1,"Covered,"
3,thane,1246,9,19,Resale,Unfurnished,East,Garden/Park,3,1,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
1,jaipur,400,0,4,Resale,Semi-Furnished,North,Main Road,1,1,1,Open
3,indore,880,4,6,Resale,Semi-Furnished,West,Garden/Park,2,1,1,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
2,mumbai,700,5,29,Resale,Furnished,East,"Garden/Park, Main Road",2,0,1,Open
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,pune,1750,7,11,Resale,Unfurnished,North,"Garden/Park, Pool",3,0,2,Covered
2,bhiwadi,720,12,13,Resale,Semi-Furnished,North - East,Garden/Park,1,3,1,Covered
3,hyderabad,1850,5,5,Resale,Furnished,North,Main Road,3,2,1,Covered
3,pune,1236,21,32,New Property,Unfurnished,East,Main Road,4,3,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,sonipat,1600,3,12,New Property,Semi-Furnished,East,Garden/Park,3,2,1,Covered
3,jaipur,1250,2,2,Resale,Unfurnished,West,Main Road,3,2,2,"Covered,"
2,new-delhi,540,1,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,"Covered,"
2,bangalore,1020,3,4,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,chandigarh,1488,14,16,Resale,Semi-Furnished,North - East,Garden/Park,3,4,1,Covered
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,noida,650,5,14,Resale,Semi-Furnished,South,"Garden/Park, Main Road",2,3,1,Covered
2,navi-mumbai,710,8,30,Resale,Unfurnished,North - East,Main Road,2,2,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
2,surat,700,6,13,New Property,Unfurnished,North,Garden/Park,2,2,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,kolkata,1534,13,15,Resale,Semi-Furnished,South,Main Road,3,1,1,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
2,greater-noida,754,8,23,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,3,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,new-delhi,1450,0,5,Resale,Unfurnished,North,"Garden/Park, Main Road",3,3,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,faridabad,1259,4,15,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
2,guwahati,540,2,2,New Property,Unfurnished,South,Main Road,2,1,1,Covered
3,bangalore,923,17,23,New Property,Unfurnished,North,Garden/Park,2,1,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,gurgaon,1700,7,12,Resale,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
2,ahmedabad,900,2,5,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
3,vadodara,1300,6,9,Resale,Semi-Furnished,East,"Garden/Park, Main Road",3,2,1,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,hyderabad,1331,14,26,Resale,Furnished,West,"Garden/Park, Main Road",3,1,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,noida,1850,0,3,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,gurgaon,768,3,4,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,4,1,"Covered,"
3,zirakpur,1420,1,4,New Property,Semi-Furnished,East,Garden/Park,3,2,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,bangalore,1050,8,13,Resale,Semi-Furnished,East,Garden/Park,2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
4,panchkula,2400,2,2,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",5,4,1,Open
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
2,faridabad,550,4,14,Resale,Unfurnished,North - West,Garden/Park,2,2,1,Open
2,sonipat,1064,1,11,Resale,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,siliguri,840,2,3,New Property,Semi-Furnished,West,Garden/Park,2,1,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
4,thane,1700,18,29,New Property,Unfurnished,East,Garden/Park,4,6,2,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,chandigarh,1050,9,13,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,ahmedabad,877,4,12,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,faridabad,2275,2,4,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,raipur,800,2,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,"Covered,"
3,chandigarh,1100,2,12,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,ahmedabad,3270,4,18,New Property,Unfurnished,West,"Garden/Park, Pool",4,1,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
4,pune,2113,7,12,New Property,Unfurnished,East,Garden/Park,5,2,2,Covered
3,thane,846,12,27,Resale,Semi-Furnished,East,Garden/Park,2,0,1,Covered
3,jaipur,1086,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,coimbatore,1130,3,4,Resale,Semi-Furnished,East,Main Road,3,1,1,Covered
2,sonipat,1200,8,12,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,3,1,"Covered,"
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
2,kolkata,670,4,4,Resale,Unfurnished,South - East,Garden/Park,2,2,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,ranchi,950,1,3,Resale,Semi-Furnished,East,Main Road,2,2,1,Covered
3,noida,2124,10,28,Resale,Unfurnished,North - East,"Garden/Park, Pool",3,3,1,Covered
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
3,bangalore,1150,7,9,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,zirakpur,850,3,8,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,pune,1086,3,17,New Property,Unfurnished,East,Garden/Park,3,2,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,ghaziabad,900,1,3,Resale,Semi-Furnished,East,Main Road,2,1,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,greater-noida,980,21,27,Resale,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,chennai,1500,9,19,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,nagpur,800,2,4,New Property,Unfurnished,North,"Garden/Park, Main Road",2,2,1,"Covered,"
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,kochi,2000,11,14,Resale,Furnished,East,Main Road,4,3,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,jaipur,850,3,7,New Property,Furnished,North - East,Main Road,3,2,1,Covered
3,lucknow,950,7,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
2,greater-noida,750,2,4,New Property,Furnished,North - East,Main Road,2,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,noida,1170,7,18,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,4,1,Covered
4,new-delhi,2150,5,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,greater-noida,1050,14,25,Resale,Semi-Furnished,South,"Garden/Park, Main Road",2,3,1,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
4,greater-noida,2900,10,30,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,4,1,Covered
1,mumbai,340,5,22,New Property,Unfurnished,East,"Garden/Park, Main Road",1,0,1,Covered
3,kochi,1450,9,16,Resale,Unfurnished,East,Main Road,3,4,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,greater-noida,975,16,21,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Open
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
3,ghaziabad,1692,1,4,New Property,Furnished,East,Pool,2,1,1,Covered
3,gurgaon,1500,1,4,New Property,Semi-Furnished,West,Main Road,3,2,2,Covered
3,pune,1050,10,16,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",3,3,3,Covered
2,thane,779,10,29,Resale,Unfurnished,East,Garden/Park,2,0,1,Covered
3,zirakpur,1400,7,15,New Property,Furnished,East,Garden/Park,3,3,1,Open
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,chandigarh,1100,5,14,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",3,3,1,"Covered,"
3,gurgaon,1500,1,4,New Property,Semi-Furnished,South,Main Road,3,3,2,"Covered,"
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
1,kalyan,305,5,12,Resale,Unfurnished,North,"Garden/Park, Pool, Main Road",1,0,1,Open
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
2,greater-noida,910,1,5,New Property,Semi-Furnished,East,Main Road,2,1,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,new-delhi,2100,1,4,New Property,Semi-Furnished,North - East,Garden/Park,4,2,3,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,new-delhi,900,1,4,New Property,Semi-Furnished,North - East,Garden/Park,2,2,1,Covered
1,jaipur,325,2,6,New Property,Unfurnished,West,Main Road,1,1,1,Covered
3,gurgaon,1000,2,4,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
2,ghaziabad,700,0,3,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,agra,777,7,9,Resale,Unfurnished,North - East,"Garden/Park, Main Road",2,1,1,Open
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
2,faridabad,600,7,10,Resale,Unfurnished,East,Garden/Park,2,2,1,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,chennai,2000,3,4,New Property,Unfurnished,West,Main Road,3,1,2,Covered
